3, 0,-17217.41,-17222.67,-17226.82,-17230.24
4, 0,-17590.57,-17595.07,-17586.69,-17582.8
4, 1,-23614.94,-23618.57,-23610.63,-23606.59
5, 1,-21254.28,-21262.08,-21250.06,-21258.2
5, 2,-20398.55,-20411.05,-20407.16,-20402.5
5, 3,-15545.1,-15557.86,-15549,-15552.62
5, 4,-11218.71,-11210.18,-11222.51,-11214.02
5, 5,-7230.052,-7234.787,-7222.105,-7243.427
0, 2,-23267.28,-23254.02,-23242.83,-23246.48
1, 2,-23559.91,-23550.79,-23546.81,-23555.38
1, 1,-20609.69,-20600.31,-20596.74,-20604.67
0, 1,-17131.37,-17142.83,-17134.88,-17139.29
-1, 2,-23210.91,-23214.52,-23218.39,-23223.38
-2, 2,-24644.08,-24640.3,-24651.91,-24648.74
-2, 1,-23885,-23876.86,-23881.76,-23873.15
-3, 1,-24636.86,-24633.52,-24645.54,-24640.94
-4, 1,-24127.17,-24115.32,-24123.29,-24119.82
-4, 0,-17421.85,-17409.42,-17418.01,-17413.93
-4, -1,-12802.62,-12798.17,-12806.49,-12793.92
-5, -1,-12409.7,-12396.6,-12400.78,-12405.57
-5, -2,-10081.71,-10077.79,-10074.3,-10069.29
-5, -3,-7891.802,-7882.657,-7887.267,-7878.961
-4, -3,-8314.872,-8319.554,-8311.238,-8306.195
-3, -3,-7931.422,-7936.687,-7941.409,-7944.842
-3, -4,-5815.124,-5828.736,-5818.583,-5824.429
-3, -5,-3540.135,-3545.834,-3531.892,-3536.019
-5, 0,-16937.83,-16941.54,-16933.94,-16946.36
-6, 0,-13556.27,-13564.9,-13561.24,-13569.37
-7, 0,-10838.81,-10835.13,-10829.87,-10842.33
-8, 0,-8636.024,-8627.841,-8640.202,-8649.132
-8, 1,-8750.095,-8741.903,-8737.551,-8762.838
-9, 1,-6573.881,-6579.273,-6566.979,-6570.598
-10, 1,-4917.911,-4926.486,-4922.707,-4931.257
-11, 1,-3515.895,-3502.514,-3509.946,-3506.094
-12, 1,-2288.587,-2281.21,-2276.196,-2283.676
-13, 1,-1377.198,-1372.198,-1363.645,-1366.029
-13, 0,-1346.072,-1339.94,-1333.196,-1336.836
-13, -1,-1252.819,-1265.144,-1260.464,-1257.659
-14, -1,-624.9308,-637.788,-632.2871,-629.0641
-15, -1,-191.4263,-190.0176,-179.6838,-186.228
2, 1,-24142.83,-24134.03,-24138.83,-24130.61
3, 1,-24873.45,-24860.25,-24868.17,-24880.9
3, 2,-24328.38,-24322.95,-24335.84,-24331.27
3, 3,-18996.35,-18987.86,-18991.73,-18983.55
2, 3,-19487.65,-19496.32,-19483.69,-19492.04
1, 3,-19018.42,-19013.09,-19021.47,-19009.32
0, 3,-18961.02,-18935.45,-18947.69,-18941.05
-1, 3,-18934.08,-18946.23,-18958.53,-18937.27
-2, 3,-19400.85,-19408.31,-19404.83,-19396.86
-2, 4,-14357.04,-14344.34,-14353.16,-14348.77
-3, 4,-13848.79,-13853.89,-13858.49,-13861.88
-4, 4,-12964.78,-12973.83,-12968.45,-12977.74
-4, 5,-8351.556,-8342.845,-8355.45,-8346.794
-5, 5,-7419.728,-7428.105,-7423.561,-7415.818
-6, 5,-6012.131,-6002.133,-6006.72,-6016.14
-6, 4,-8990.646,-8977.304,-8982.357,-8985.771
-5, 4,-11566.56,-11571.06,-11574.7,-11561.54
-1, 4,-14071.3,-14063.43,-14067.74,-14058.99
0, 4,-14198.43,-14189.27,-14193.25,-14201.64
-3, 3,-18981.4,-18976.47,-18972.81,-18968.3
-3, 2,-24507.58,-24503.1,-24495.64,-24499.45
-5, 1,-21863.74,-21859.74,-21868.37,-21855.7
-5, 2,-20684.57,-20679.92,-20688.05,-20675.66
-6, 2,-14146.11,-14153.42,-14140.89,-14149.55
-7, 2,-10828.92,-10842.34,-10837.74,-10832.57
-7, 1,-11458.54,-11463.24,-11454.63,-11467.28
-5, 3,-15839.86,-15831.86,-15836.5,-15844.45
-5, 6,-3517.383,-3526.503,-3522.904,-3513.752
-6, 6,-2906.531,-2902.096,-2910.984,-2897.835
-7, 6,-2251.326,-2245.744,-2238.71,-2241.413
-7, 5,-4676.861,-4667.57,-4679.824,-4672.345
-6, 3,-11750.16,-11745.87,-11754.97,-11758.07
-3, 0,-17163.84,-17167.78,-17171.58,-17160.28
-6, -1,-11322.65,-11327.52,-11331.37,-11318.85
-7, -1,-9526.994,-9531.409,-9535.436,-9539.587
-7, -2,-7818.587,-7826.379,-7822.55,-7813.543
-7, -3,-6057.284,-6065.218,-6062.276,-6069.124
-7, -4,-4418.556,-4426.601,-4422.945,-4432.046
-7, -5,-2900.637,-2913.044,-2908.703,-2904.832
-1, 5,-9488.391,-9479.462,-9484.311,-9474.394
-1, 6,-4772.083,-4768.387,-4762.314,-4759.45
0, 6,-4726.574,-4723.181,-4735.751,-4732.154
1, 6,-4825.968,-4823.006,-4830.36,-4835.592
2, 6,-4741.674,-4737.565,-4732.333,-4746.893
2, 5,-9618.464,-9627.209,-9631.992,-9621.929
2, 4,-14599.06,-14603.82,-14591.38,-14595.31
1, 4,-14188.51,-14179.54,-14184.05,-14192.43
2, 2,-24585.72,-24593.53,-24598.58,-24589.25
-4, -2,-10457.95,-10454.15,-10449.08,-10462.24
-4, -4,-5997.602,-5993.722,-5985.383,-6007.575
-5, -4,-5766.298,-5763.389,-5754.456,-5760.026
-4, -5,-3652.739,-3649.146,-3661.605,-3658.456
5, 0,-16493.09,-16488.55,-16501.54,-16497.65
6, 1,-14784.84,-14780.15,-14772.34,-14775.68
6, 0,-13300.17,-13296.47,-13292.25,-13304.97
6, -1,-11156.4,-11165.23,-11160.44,-11152.61
7, -1,-9461.382,-9465.87,-9470.309,-9457.245
7, -2,-7880.524,-7884.806,-7875.696,-7872.253
7, -3,-6266.696,-6271.966,-6261.99,-6275.394
6, -3,-7145.873,-7141.718,-7150.591,-7136.754
