3, 0,-21157.57,-21144.86,-21149.51,-21153.24
4, 0,-21510.18,-21514.98,-21524.18,-21519.91
4, 1,-28833.8,-28837.85,-28847.08,-28842.63
5, 1,-25771.86,-25762.5,-25767.38,-25776.33
5, 2,-24892.07,-24887.64,-24883.48,-24896.4
5, 3,-19048.92,-19044.53,-19034.8,-19038.89
5, 4,-13841.46,-13832.11,-13845.76,-13836.38
5, 5,-8873.472,-8878.588,-8883.555,-8888.058
0, 2,-28203.39,-28188.87,-28194.52,-28198.53
1, 2,-28489.25,-28497.23,-28492.91,-28502.14
1, 1,-24963.27,-24952.97,-24967.07,-24957.8
0, 1,-20583.29,-20614.26,-20587.08,-20591.88
-1, 2,-28226.19,-28230.26,-28234.6,-28221.94
-2, 2,-29637.81,-29633.56,-29628.46,-29624.97
-2, 1,-28720.62,-28729.61,-28716.93,-28725.59
-3, 1,-29714.73,-29710.97,-29741.93,-29719.18
-4, 1,-29126.84,-29131.79,-29122.57,-29118.8
-4, 0,-21002.64,-20989.07,-20998.32,-20993.95
-4, -1,-15500.33,-15514.02,-15504.61,-15509.49
-5, -1,-14864.89,-14869.21,-14873.64,-14860.38
-5, -2,-12087.19,-12101.59,-12097.59,-12092.18
-5, -3,-9496.34,-9486.511,-9491.542,-9501.236
-4, -3,-10062.5,-10067.67,-10058.46,-10052.94
-3, -3,-9682.393,-9688.059,-9693.187,-9697.034
-3, -4,-7086.084,-7101.021,-7090.009,-7096.284
-3, -5,-4362.72,-4368.741,-4372.582,-4377.316
-5, 0,-20261.83,-20265.82,-20257.47,-20252.8
-6, 0,-16264.17,-16255.08,-16250.99,-16259.99
-7, 0,-13106.51,-13102.34,-13096.7,-13091.79
-8, 0,-10380.93,-10371.89,-10366.61,-10376.41
-8, 1,-10582.67,-10592.4,-10587.72,-10577.8
-9, 1,-7967.904,-7973.713,-7960.094,-7964.23
-10, 1,-5881.052,-5890.419,-5886.181,-5895.682
-11, 1,-4154.788,-4159.266,-4148.492,-4163.155
-12, 1,-2764.52,-2756.493,-2770.15,-2759.369
-13, 1,-1670.648,-1684.387,-1674.965,-1677.742
-13, 0,-1603.236,-1596.65,-1608.299,-1593.343
-13, -1,-1510.087,-1504.427,-1499.464,-1515.332
-14, -1,-734.7109,-748.7449,-743.0487,-739.5538
-15, -1,-210.0018,-208.5171,-216.7109,-204.3667
2, 1,-29218.55,-29226.89,-29232.06,-29223.01
3, 1,-30245.3,-30248.93,-30239.74,-30253.62
3, 2,-29573.56,-29567.82,-29564,-29576.95
3, 3,-23079.59,-23088.59,-23074.66,-23083.93
2, 3,-23838.94,-23848.33,-23834.66,-23843.72
1, 3,-23299.27,-23293.65,-23302.76,-23307.63
0, 3,-23161.8,-23170.22,-23165.45,-23176.32
-1, 3,-23028.64,-23023.78,-23019.08,-23014.05
-2, 3,-23400.53,-23408.94,-23404.98,-23396.17
-2, 4,-17429.32,-17433.81,-17425.05,-17438.7
-3, 4,-16820.93,-16807.89,-16812.88,-16816.71
-4, 4,-15695.08,-15704.93,-15699.16,-15709.32
-4, 5,-10203.65,-10212.91,-10207.94,-10217.37
-5, 5,-9060.747,-9051.177,-9046.002,-9056.396
-6, 5,-7315.102,-7304.304,-7309.301,-7319.51
-6, 4,-10854.38,-10858.6,-10845.1,-10849.01
-5, 4,-13932.88,-13919.06,-13923.17,-13927.38
-1, 4,-17149.59,-17159.26,-17164.07,-17154.5
0, 4,-17417.73,-17407.77,-17412.17,-17421.42
-3, 3,-23000.89,-22995.5,-22991.47,-23004.83
-3, 2,-29534.69,-29547.66,-29539.4,-29543.67
-5, 1,-26158.53,-26154.25,-26181.51,-26167.79
-5, 2,-24786.53,-24781.33,-24790.38,-24776.79
-6, 2,-17011.12,-17000.71,-17005.56,-16996.48
-7, 2,-13097.6,-13093.54,-13107.24,-13101.65
-7, 1,-13792.94,-13798.07,-13788.69,-13802.53
-5, 3,-19106.31,-19115.74,-19102.51,-19111.22
-5, 6,-4302.526,-4312.554,-4308.543,-4317.608
-6, 6,-3545.621,-3540.822,-3550.558,-3555.227
-7, 6,-2670.687,-2664.741,-2675.955,-2679.01
-7, 5,-5620.126,-5609.962,-5642.558,-5634.159
-6, 3,-14134.94,-14130.21,-14140.13,-14125.04
-3, 0,-20643.48,-20647.97,-20652.14,-20657.94
-6, -1,-13515.56,-13502.18,-13506.46,-13511.38
-7, -1,-11426.31,-11412.28,-11416.72,-11421.36
-7, -2,-9386.025,-9394.629,-9390.444,-9380.51
-7, -3,-7306.452,-7296.331,-7312.005,-7300.674
-7, -4,-5308.816,-5317.647,-5313.617,-5304.425
-7, -5,-3429.934,-3424.527,-3419.837,-3415.239
-1, 5,-11532.51,-11560.24,-11528.03,-11536.03
-1, 6,-5790.258,-5805.199,-5798.729,-5795.487
0, 6,-5873.65,-5869.644,-5883.753,-5879.605
1, 6,-6027.82,-6043.312,-6032.659,-6057.302
2, 6,-5907.45,-5902.866,-5897.296,-5913.073
2, 5,-11789.69,-11799.31,-11804.5,-11793.65
2, 4,-17815.05,-17820.19,-17825,-17810.82
1, 4,-17315.34,-17324.14,-17329.02,-17319.79
2, 2,-29913.07,-29903.68,-29909.25,-29916.99
-4, -2,-12656.48,-12670.87,-12665.41,-12661.17
-4, -4,-7268.17,-7263.885,-7254.674,-7260.028
-5, -4,-7035.827,-7032.6,-7060.722,-7047.818
-4, -5,-4511.173,-4507.208,-4520.861,-4517.421
5, 0,-20007.51,-20002.52,-20016.75,-20012.5
6, 1,-17770.71,-17765.63,-17775.41,-17760.72
6, 0,-15962.51,-15958.34,-15953.74,-15967.6
6, -1,-13424.19,-13415.3,-13410.06,-13420.07
7, -1,-11325.83,-11330.71,-11316.74,-11321.21
7, -2,-9429.798,-9415.604,-9424.519,-9420.684
7, -3,-7532.774,-7538.387,-7546.651,-7542.342
6, -3,-8663.857,-8640.343,-8649.977,-8653.854
5, -3,-9303.554,-9299.473,-9290.281,-9294.803
5, -2,-12113.68,-12123.58,-12127.58,-12117.91
4, -2,-12551.04,-12537.07,-12541.92,-12546.38
3, -2,-12299.26,-12303.92,-12312.71,-12308.58
3, -3,-9267.564,-9271.952,-9277.579,-9281.57
4, -3,-9514.364,-9504.799,-9509.428,-9500.161
5, -4,-6642.455,-6632.251,-6637.374,-6647.312
5, -5,-4256.867,-4265.873,-4261.697,-4250.756
5, -6,-1915.177,-1919.434,-1923.805,-1929.274
5, -7,-472.0771,-479.6152,-476.5563,-463.8995
4, 3,-21744.16,-21748.06,-21757.07,-21752.69
6, 3,-14017.56,-14011.75,-14007.26,-14021.76
6, 2,-16937.13,-16942.12,-16932.02,-16946.7
2, 0,-18070.82,-18061.22,-18066.61,-18056.51
2, -1,-12141.73,-12137.01,-12146.89,-12150.91
3, -1,-14834.67,-14844.05,-14830.25,-14820.63
3, -4,-6756.272,-6746.802,-6750.659,-6761.638
4, -4,-6820.995,-6824.634,-6811.591,-6815.021
6, -5,-3988.19,-3983.574,-3973.251,-3978.304
6, -6,-1798.153,-1783.802,-1788.535,-1791.235
-3, -1,-14802.85,-14811.83,-14798.72,-14807.93
-2, -1,-12225.02,-12235.02,-12229.5,-12239.86
-2, -2,-10899.3,-10907.87,-10903.85,-10913.13
-2, -3,-8695.271,-8689.908,-8685.407,-8680.735
-2, -4,-6547.606,-6553.544,-6542.522,-6557.551
-2, -5,-4059.697,-4051.077,-4045.26,-4055.316
-2, -6,-1816.504,-1781.691,-1786.457,-1772.757
-3, -6,-1959.756,-1954.581,-1950.854,-1946.205
-5, -5,-4434.587,-4439.642,-4444.319,-4450.307
-6, -5,-3899.775,-3909.327,-3913.224,-3905.52
-8, -5,-2994.833,-2991.022,-3003.952,-2980.665
-8, -6,-1306.457,-1293.316,-1298.106,-1304.16
-8, -7,-257.9183,-246.3626,-240.9779,-252.4998
-3, 5,-10882.9,-10878.21,-10892.69,-10887.56
4, 2,-27907.14,-27911.38,-27915.92,-27920.53
4, -5,-4317.275,-4327.227,-4322.281,-4312.193
4, -6,-1965.617,-1969.258,-1958.742,-1973.954
1, 5,-11821.45,-11826.71,-11832.15,-11836.3
0, 7,-1476.826,-1486.83,-1482.377,-1471.761
-4, 3,-21910.79,-21919.63,-21914.9,-21923.96
-6, -2,-11022.49,-11017.93,-11027.71,-11013.63
-6, -3,-8561.593,-8572.156,-8557.71,-8567.527
-1, -3,-6442.643,-6437.901,-6433.827,-6448.292
-1, -2,-6503.744,-6495.325,-6499.176,-6510.281
-1, -1,-6646.443,-6641.956,-6636.571,-6633.031
0, -2,-5869.602,-5884.453,-5874.378,-5878.464
0, -3,-6034.844,-6040.251,-6025.588,-6030.343
0, -4,-4989.61,-4994.41,-4979.157,-4983.972
0, -5,-3383.378,-3373.686,-3378.714,-3369.367
0, -6,-1634.122,-1638.98,-1644.071,-1628.087
0, -7,-396.8638,-387.1673,-392.6194,-379.8787
-1, 1,-24688.35,-24674.23,-24679.14,-24684.33
-3, -2,-12300.84,-12290.72,-12285.73,-12295.18
1, -2,-6413.441,-6419.68,-6429.055,-6424.44
1, -1,-6693.901,-6689.931,-6679.65,-6685.004
2, -2,-10736.24,-10722.91,-10728.06,-10732.14
2, -3,-8440.553,-8432.18,-8436.232,-8426.954
1, -3,-6289.734,-6279.126,-6285.121,-6274.808
-7, 3,-10898.66,-10911.61,-10902.72,-10907.36
-6, 1,-17888.16,-17901.93,-17892.72,-17897.22
-2, 0,-17796.04,-17786.82,-17781.96,-17791.96
-1, 0,-16155.9,-16159.9,-16169.14,-16164.35
-1, -4,-5372.625,-5386.147,-5397.137,-5381.177
-1, -5,-3583.831,-3579.466,-3594.212,-3588.04
0, 0,-12472.67,-12464.09,-12458.73,-12468.73
6, -2,-10962.44,-10957.23,-10952.29,-10967.44
5, -1,-14767.47,-14791.33,-14763.04,-14776.91
4, -1,-15342,-15338.16,-15348.12,-15333.69
2, -4,-6223.127,-6227.717,-6232.11,-6217.491
1, -4,-5210.484,-5224.637,-5220.523,-5215.685
1, -5,-3607.243,-3601.365,-3591.992,-3596.246
-3, -7,-444.0742,-434.4595,-439.8037,-448.8875
-1, -6,-1693.197,-1699.307,-1684.439,-1688.451
-4, 2,-28338.56,-28343.41,-28333.98,-28330.1
